timestamp,action,call_ltp,put_ltp,long_call_ltp,long_put_ltp,call_strike,put_strike,long_call_strike,long_put_strike,expiry,target_days,expiry_mode,structure,notes,realized,reason
2024-12-30 09:15:00+05:30,OPEN,447.7,310.45,,,23800.0,23800.0,,,2025-01-07T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-01-02 15:29:00+05:30,CLOSE,426.35,298.2,,,,,,,,,,,,3360.0,hard_exit
2025-01-06 09:15:00+05:30,OPEN,377.5,308.45,,,24050.0,24050.0,,,2025-01-14T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-01-06 15:29:00+05:30,CLOSE,420.45,336.25,,,,,,,,,,,,-7075.0,weekly_stop
2025-01-08 09:15:00+05:30,OPEN,376.75,307.85,273.9,229.85,23700.0,23700.0,23900.0,23500.0,2025-01-21T00:00:00,13.0,NEXT_WEEK,IRON_CONDOR,weekly_entry,,
2025-01-08 15:29:00+05:30,CLOSE,365.7,288.0,264.0,210.6,,,,,,,,,,175.0,weekly_stop
2025-01-09 09:15:00+05:30,OPEN,358.85,285.7,,,23650.0,23650.0,,,2025-01-21T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-01-09 15:29:00+05:30,CLOSE,385.0,268.5,,,,,,,,,,,,-895.0000000000073,hard_exit
2025-01-14 09:15:00+05:30,OPEN,328.35,264.65,,,23200.0,23200.0,,,2025-01-21T00:00:00,7.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-01-15 15:29:00+05:30,CLOSE,267.8,245.2,,,,,,,,,,,,8000.0,target_hit
2025-01-16 09:15:00+05:30,OPEN,268.75,230.3,,,23350.0,23350.0,,,2025-01-28T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-01-16 15:29:00+05:30,CLOSE,291.0,230.8,,,,,,,,,,,,-2274.9999999999927,hard_exit
2025-01-20 09:15:00+05:30,OPEN,272.95,217.1,,,23250.0,23250.0,,,2025-01-28T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-01-22 15:29:00+05:30,CLOSE,219.4,171.0,,,,,,,,,,,,9964.999999999993,target_hit
2025-01-23 09:15:00+05:30,OPEN,213.0,169.25,,,23100.0,23100.0,,,2025-02-04T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-01-23 15:29:00+05:30,CLOSE,223.05,157.0,,,,,,,,,,,,220.0,hard_exit
2025-02-05 09:15:00+05:30,OPEN,354.7,273.2,,,23750.0,23750.0,,,2025-02-18T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-02-06 15:29:00+05:30,CLOSE,330.0,272.6,,,,,,,,,,,,2530.0,hard_exit
2025-02-10 09:15:00+05:30,OPEN,316.2,253.0,,,23500.0,23500.0,,,2025-02-18T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-02-13 15:29:00+05:30,CLOSE,300.0,206.55,,,,,,,,,,,,6265.000000000007,target_hit
2025-02-18 09:15:00+05:30,OPEN,262.5,209.35,,,22950.0,22950.0,,,2025-02-25T00:00:00,7.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-02-19 15:29:00+05:30,CLOSE,218.75,167.4,,,,,,,,,,,,8570.0,target_hit
2025-02-20 09:15:00+05:30,OPEN,221.85,165.5,,,22850.0,22850.0,,,2025-03-04T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-02-20 15:30:00+05:30,CLOSE,180.25,148.0,,,,,,,,,,,,5910.0,hard_exit
2025-03-03 09:15:00+05:30,OPEN,391.3,244.5,,,22200.0,22200.0,,,2025-03-11T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-03-05 15:29:00+05:30,CLOSE,334.45,237.4,,,,,,,,,,,,6394.999999999993,target_hit
2025-03-06 09:15:00+05:30,OPEN,318.5,232.3,,,22450.0,22450.0,,,2025-03-18T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-03-06 15:29:00+05:30,CLOSE,312.2,242.4,,,,,,,,,,,,-380.0000000000073,hard_exit
2025-03-10 09:15:00+05:30,OPEN,299.95,229.25,,,22550.0,22550.0,,,2025-03-18T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-03-12 15:29:00+05:30,CLOSE,269.3,197.0,,,,,,,,,,,,6290.000000000007,target_hit
2025-03-13 09:15:00+05:30,OPEN,243.1,202.05,,,22500.0,22500.0,,,2025-03-25T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-03-13 15:29:00+05:30,CLOSE,228.15,193.35,,,,,,,,,,,,2365.0,hard_exit
2025-03-17 09:15:00+05:30,OPEN,236.1,170.95,,,22500.0,22500.0,,,2025-03-25T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-03-19 15:29:00+05:30,CLOSE,205.5,132.0,,,,,,,,,,,,6954.999999999993,target_hit
2025-04-01 09:16:00+05:30,OPEN,410.75,256.35,,,23400.0,23400.0,,,2025-04-08T00:00:00,7.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-04-03 15:27:00+05:30,CLOSE,384.0,274.7,,,,,,,,,,,,840.0,hard_exit
2025-04-16 09:15:00+05:30,OPEN,279.65,251.4,,,23300.0,23300.0,,,2025-04-29T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-04-17 15:29:00+05:30,CLOSE,270.0,250.0,,,,,,,,,,,,1104.9999999999927,hard_exit
2025-04-22 09:15:00+05:30,OPEN,223.6,210.95,,,24150.0,24150.0,,,2025-04-29T00:00:00,7.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-04-24 15:29:00+05:30,CLOSE,203.7,185.05,,,,,,,,,,,,4579.999999999993,hard_exit
2025-05-06 09:15:00+05:30,OPEN,456.85,351.8,,,24450.0,24450.0,,,2025-05-13T00:00:00,7.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-05-07 15:29:00+05:30,CLOSE,424.95,356.05,,,,,,,,,,,,2765.0000000000146,ml_exit
2025-05-08 09:15:00+05:30,OPEN,404.65,346.15,,,24450.0,24450.0,,,2025-05-20T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-05-08 15:29:00+05:30,CLOSE,509.2,454.0,,,,,,,,,,,,-21240.0,weekly_stop
2025-05-13 09:15:00+05:30,OPEN,376.95,303.15,,,24950.0,24950.0,,,2025-05-20T00:00:00,7.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-05-14 15:29:00+05:30,CLOSE,317.6,284.0,,,,,,,,,,,,7849.999999999985,target_hit
2025-05-15 09:15:00+05:30,OPEN,331.55,263.75,,,24650.0,24650.0,,,2025-05-27T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-05-15 15:29:00+05:30,CLOSE,298.05,270.55,,,,,,,,,,,,2669.9999999999927,hard_exit
2025-05-19 09:15:00+05:30,OPEN,281.2,255.45,,,25000.0,25000.0,,,2025-05-27T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-05-21 15:29:00+05:30,CLOSE,240.45,219.4,,,,,,,,,,,,7680.0,target_hit
2025-05-22 09:15:00+05:30,OPEN,248.7,209.2,,,24700.0,24700.0,,,2025-06-03T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-05-22 15:29:00+05:30,CLOSE,209.9,190.05,,,,,,,,,,,,5794.999999999993,hard_exit
2025-05-27 09:15:00+05:30,OPEN,243.55,190.4,,,24900.0,24900.0,,,2025-06-03T00:00:00,7.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-05-27 15:29:00+05:30,CLOSE,188.05,177.2,,,,,,,,,,,,6870.000000000007,target_hit
2025-06-04 09:15:00+05:30,OPEN,441.95,348.75,,,24600.0,24600.0,,,2025-06-17T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-06-05 15:29:00+05:30,CLOSE,410.0,287.55,,,,,,,,,,,,9315.0,target_hit
2025-06-09 09:15:00+05:30,OPEN,372.0,283.85,,,25100.0,25100.0,,,2025-06-17T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-06-10 15:29:00+05:30,CLOSE,305.0,252.0,,,,,,,,,,,,9885.0,target_hit
2025-06-11 09:15:00+05:30,OPEN,305.75,241.85,,,25100.0,25100.0,,,2025-06-24T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-06-12 15:29:00+05:30,CLOSE,301.2,231.85,,,,,,,,,,,,1455.0000000000073,hard_exit
2025-06-16 09:15:00+05:30,OPEN,273.25,216.35,,,24750.0,24750.0,,,2025-06-24T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-06-18 15:29:00+05:30,CLOSE,211.95,200.4,,,,,,,,,,,,7725.0,target_hit
2025-06-30 09:15:00+05:30,OPEN,424.0,313.75,,,25650.0,25650.0,,,2025-07-08T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-07-03 15:29:00+05:30,CLOSE,380.0,284.0,,,,,,,,,,,,7375.0,target_hit
2025-07-09 09:15:00+05:30,OPEN,336.35,243.1,,,25500.0,25500.0,,,2025-07-22T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-07-10 15:29:00+05:30,CLOSE,298.9,230.95,,,,,,,,,,,,4960.000000000015,hard_exit
2025-07-14 09:15:00+05:30,OPEN,286.35,215.45,,,25100.0,25100.0,,,2025-07-22T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-07-15 15:29:00+05:30,CLOSE,261.95,175.4,,,,,,,,,,,,6445.0,target_hit
2025-07-16 09:15:00+05:30,OPEN,250.9,178.4,,,25150.0,25150.0,,,2025-07-29T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-07-17 15:29:00+05:30,CLOSE,231.0,161.55,,,,,,,,,,,,3675.0,hard_exit
2025-08-04 09:15:00+05:30,OPEN,338.8,248.0,,,24600.0,24600.0,,,2025-08-12T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-08-05 15:29:00+05:30,CLOSE,298.1,224.5,,,,,,,,,,,,6419.999999999993,target_hit
2025-08-06 09:15:00+05:30,OPEN,293.65,229.25,,,24650.0,24650.0,,,2025-08-19T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-08-07 15:29:00+05:30,CLOSE,272.0,212.1,,,,,,,,,,,,3880.0,hard_exit
2025-08-11 09:15:00+05:30,OPEN,283.0,208.55,,,24350.0,24350.0,,,2025-08-19T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-08-13 15:29:00+05:30,CLOSE,241.75,172.6,,,,,,,,,,,,7720.0,target_hit
2025-08-14 09:15:00+05:30,OPEN,239.1,174.0,,,24650.0,24650.0,,,2025-08-26T00:00:00,12.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-08-14 15:29:00+05:30,CLOSE,245.75,168.0,,,,,,,,,,,,-65.0,hard_exit
2025-09-01 09:15:00+05:30,OPEN,385.35,237.65,,,24500.0,24500.0,,,2025-09-09T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-09-03 15:29:00+05:30,CLOSE,337.35,215.0,,,,,,,,,,,,7065.0,target_hit
2025-09-08 09:15:00+05:30,OPEN,298.25,199.55,,,24800.0,24800.0,,,2025-09-16T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-09-11 15:29:00+05:30,CLOSE,268.8,155.75,,,,,,,,,,,,7325.0,target_hit
2025-10-01 09:15:00+05:30,OPEN,344.35,236.6,,,24650.0,24650.0,,,2025-10-14T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-10-03 15:29:00+05:30,CLOSE,305.15,187.8,,,,,,,,,,,,8800.000000000007,target_hit
2025-10-06 09:15:00+05:30,OPEN,300.85,188.55,,,24900.0,24900.0,,,2025-10-14T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-10-09 15:29:00+05:30,CLOSE,273.95,146.1,,,,,,,,,,,,6935.000000000007,target_hit
2025-10-13 09:15:00+05:30,OPEN,265.4,151.0,,,25200.0,25200.0,,,2025-10-21T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-10-14 15:28:00+05:30,CLOSE,252.1,163.2,,,,,,,,,,,,110.00000000000728,trailing_lock
2025-10-29 09:15:00+05:30,OPEN,418.2,230.95,,,26000.0,26000.0,,,2025-11-11T00:00:00,13.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-10-30 15:29:00+05:30,CLOSE,378.85,237.6,,,,,,,,,,,,3269.9999999999927,hard_exit
2025-11-03 09:15:00+05:30,OPEN,374.3,224.95,,,25700.0,25700.0,,,2025-11-11T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-11-06 15:29:00+05:30,CLOSE,325.0,189.4,,,,,,,,,,,,8485.0,target_hit
2025-11-10 09:15:00+05:30,OPEN,277.1,192.7,,,25600.0,25600.0,,,2025-11-18T00:00:00,8.0,NEXT_WEEK,STRANGLE,weekly_entry,,
2025-11-12 10:02:00+05:30,CLOSE,263.0,165.55,,,,,,,,,,,,4125.0,dataset_end
